"1998","10","23198867"
"1998","11","20482476"
"1998","12","22166591"
"1998","13","22396888"
"1998","14","21567523"
"1998","15","20724870"
"1998","16","20262845"
"1998","17","21269357"
"1998","18","22041792"
"1998","19","21598631"
"1998","20","21443325"
"1998","21","20774984"
"1998","22","21099988"
"1998","23","21717477"
"1998","24","21422313"
"1998","25","20808374"
"1998","26","21166360"
"1998","27","18246674"
"1998","28","19275172"
"1998","29","20729123"
"1998","30","20926566"
"1998","31","20783957"
"1998","32","20863149"
"1998","33","21486157"
"1998","34","21575848"
"1998","35","21929597"
"1998","36","22283323"
"1998","37","21499898"
"1998","38","21642847"
"1998","39","22319461"
"1998","40","22196434"
"1998","41","21343830"
"1998","42","21459559"
"1998","43","22063001"
"1998","44","22340982"
"1998","45","21953430"
"1998","46","21761308"
"1998","47","21994609"
"1998","48","20547331"
"1998","49","22842385"
"1998","50","23195095"
"1998","51","22589281"
"1998","52","15157986"
"1998","53","15151625"
"1999","1","3831110"
"1999","2","19905889"
"1999","3","22006616"
"1999","4","22663731"
"1999","5","23110829"
"1999","6","23137827"
"1999","7","22978799"
"1999","8","23294456"
"1999","9","23204806"
"1999","10","22063555"
"1999","11","21431716"
"1999","12","22170633"
"1999","13","22207384"
"1999","14","19579158"
"1999","15","19825080"
"1999","16","20821536"
"1999","17","21722022"
"1999","18","20501998"
"1999","19","20891230"
"1999","20","20533782"
"1999","21","21085178"
"1999","22","21518415"
"1999","23","19832273"
"1999","24","20055924"
"1999","25","20322207"
"1999","26","19790395"
"1999","27","19890035"
"1999","28","17805304"
"1999","29","20608450"
"1999","30","20514596"
"1999","31","20693314"
"1999","32","20878763"
"1999","33","20782641"
"1999","34","21521912"
"1999","35","22424765"
"1999","36","21265017"
"1999","37","21158403"
"1999","38","20997187"
"1999","39","21670243"
"1999","40","21541644"
"1999","41","21140997"
"1999","42","21132952"
"1999","43","21256837"
"1999","44","21411964"
"1999","45","21473385"
"1999","46","21010937"
"1999","47","21888828"
"1999","48","20136136"
"1999","49","21424762"
"1999","50","21775569"
"1999","51","21877811"
"1999","52","18668714"
"1999","53","16993716"
"2000","1","20302626"
"2000","2","22093100"
"2000","3","21442627"
"2000","4","20100355"
"2000","5","19717740"
"2000","6","21769914"
"2000","7","20839486"
"2000","8","20182294"
"2000","9","22750501"
"2000","10","21291115"
"2000","11","22265454"
"2000","12","21635657"
"2000","13","21570917"
"2000","14","19748728"
"2000","15","19987843"
"2000","16","19624073"
"2000","17","20854867"
"2000","18","20388416"
"2000","19","19857775"
"2000","20","20038998"
"2000","21","20622736"
"2000","22","19666766"
"2000","23","20769591"
"2000","24","19265316"
"2000","25","20260724"
"2000","26","20228937"
"2000","27","17729113"
"2000","28","20146406"
"2000","29","20743767"
"2000","30","20583806"
"2000","31","20709028"
"2000","32","20778278"
"2000","33","21355075"
"2000","34","21422385"
"2000","35","22017373"
"2000","36","19802781"
"2000","37","21171489"
"2000","38","20957931"
"2000","39","21478940"
"2000","40","20471938"
"2000","41","21256553"
"2000","42","21402352"
"2000","43","21823086"
"2000","44","21752234"
"2000","45","20760700"
"2000","46","21084592"
"2000","47","18410365"
"2000","48","22440251"
"2000","49","22985180"
"2000","50","20800789"
"2000","51","19696200"
"2000","52","14554401"
"2001","1","17750342.25"
"2001","2","22578659.75"
"2001","3","22383607.53"
"2001","4","22210193.41"
"2001","5","22024418.35"
